0.176400,0.621600,1
0.166670,0.609040,1
0.163070,0.607160,1
0.168000,0.602870,1
0.147130,0.590260,1
0.181450,0.583710,1
0.166760,0.585690,1
0.156740,0.569570,1
0.161360,0.545930,1
0.167770,0.558360,1
0.151540,0.548370,1
0.180090,0.531460,1
0.177140,0.545920,1
0.182360,0.534990,1
0.178440,0.522320,1
0.176910,0.522320,1
0.176590,0.518630,1
0.192250,0.512100,1
0.202270,0.481650,1
0.190460,0.501190,1
0.212360,0.486460,1
0.198920,0.471640,1
0.226650,0.469100,1
0.200380,0.469830,1
0.215930,0.478310,1
0.221190,0.464940,1
0.231040,0.463580,1
0.244180,0.444030,1
0.238850,0.432740,1
0.233880,0.423280,1
0.245120,0.411040,1
0.252940,0.429800,1
0.245770,0.415000,1
0.258450,0.398040,1
0.274110,0.412000,1
0.271600,0.398170,1
0.276480,0.392420,1
0.279120,0.405990,1
0.294730,0.390830,1
0.307250,0.384020,1
0.297080,0.384680,1
0.316560,0.380310,1
0.297060,0.358710,1
0.322150,0.390670,1
0.331730,0.360320,1
0.336280,0.378380,1
0.335440,0.383600,1
0.351410,0.368360,1
0.340790,0.367490,1
0.354760,0.352010,1
0.376910,0.356120,1
0.380090,0.353320,1
0.381440,0.338130,1
0.396390,0.363040,1
0.421800,0.363400,1
0.407690,0.355120,1
0.385770,0.368610,1
0.425040,0.358750,1
0.420720,0.355990,1
0.435950,0.349280,1
0.415350,0.348570,1
0.458000,0.347070,1
0.446010,0.346650,1
0.463450,0.350260,1
0.487200,0.349450,1
0.482520,0.352080,1
0.495190,0.356200,1
0.482660,0.351440,1
0.487050,0.348330,1
0.488560,0.354580,1
0.526500,0.369250,1
0.537070,0.364340,1
0.502750,0.375720,1
0.528570,0.384100,1
0.552450,0.381890,1
0.533120,0.382140,1
0.558310,0.391830,1
0.550900,0.392300,1
0.554080,0.376680,1
0.587320,0.380400,1
0.582390,0.402080,1
0.593300,0.402440,1
0.596430,0.407450,1
0.578000,0.406930,1
0.614790,0.418180,1
0.597980,0.422360,1
0.630840,0.430100,1
0.619540,0.442220,1
0.612450,0.455250,1
0.627140,0.424760,1
0.630230,0.425260,1
0.625710,0.472440,1
0.641540,0.455220,1
0.637530,0.456590,1
0.641150,0.465520,1
0.649830,0.473250,1
0.678120,0.477470,1
0.670490,0.492940,1
0.662710,0.484410,1
0.666390,0.500680,1
0.663900,0.497160,1
0.674630,0.497480,1
0.651480,0.517750,1
0.694830,0.531940,1
0.681770,0.524870,1
0.677150,0.539670,1
0.681560,0.555580,1
0.705930,0.545690,1
0.675430,0.559620,1
0.703260,0.550640,1
0.693990,0.568690,1
0.681290,0.586000,1
0.710420,0.590920,1
0.690590,0.594090,1
0.708210,0.584050,1
0.698370,0.605250,1
0.689250,0.616900,1
0.694040,0.613160,1
0.362410,0.582850,2
0.299450,0.637340,2
0.337730,0.632960,2
0.300290,0.559630,2
0.351820,0.569870,2
0.346530,0.596440,2
0.320150,0.638200,2
0.354650,0.567200,2
0.301890,0.652440,2
0.355770,0.602510,2
0.355030,0.646330,2
0.313200,0.629280,2
0.364600,0.556170,2
0.335040,0.626300,2
0.320840,0.582170,2
0.323110,0.623650,2
0.349820,0.634270,2
0.302830,0.595630,2
0.310630,0.586040,2
0.311450,0.636000,2
0.381400,0.590220,2
0.339860,0.638380,2
0.384100,0.585030,2
0.355400,0.630520,2
0.364810,0.632690,2
0.304710,0.629540,2
0.306630,0.613540,2
0.358030,0.580650,2
0.326920,0.551940,2
0.366160,0.578730,2
0.310640,0.582310,2
0.313310,0.650960,2
0.344720,0.618040,2
0.317750,0.557740,2
0.345640,0.596810,2
0.343370,0.629200,2
0.386880,0.607000,2
0.311600,0.626200,2
0.355410,0.562040,2
0.372580,0.569420,2
0.291270,0.558770,2
0.330190,0.554860,2
0.366050,0.608220,2
0.383250,0.628370,2
0.315720,0.625980,2
0.284650,0.615360,2
0.378490,0.588270,2
0.375030,0.591080,2
0.380180,0.564590,2
0.344070,0.587630,2
0.296860,0.592100,2
0.304920,0.627550,2
0.346180,0.586570,2
0.289060,0.578380,2
0.307250,0.563620,2
0.321460,0.628280,2
0.342570,0.567350,2
0.351870,0.601870,2
0.314180,0.635920,2
0.297180,0.611930,2
0.321000,0.570480,2
0.369730,0.614390,2
0.369540,0.598350,2
0.317220,0.624670,2
0.309880,0.645730,2
0.300590,0.584240,2
0.328230,0.608260,2
0.305770,0.607200,2
0.337530,0.572740,2
0.386500,0.635930,2
0.315180,0.638860,2
0.346750,0.609140,2
0.323430,0.601540,2
0.303230,0.651170,2
0.363600,0.637080,2
0.538460,0.613170,3
0.534940,0.587910,3
0.514480,0.607240,3
0.546950,0.619430,3
0.537110,0.590230,3
0.586120,0.622720,3
0.562240,0.572430,3
0.560420,0.617120,3
0.565790,0.600630,3
0.577720,0.572650,3
0.580050,0.622840,3
0.533650,0.613840,3
0.538250,0.587830,3
0.539560,0.581170,3
0.551850,0.630620,3
0.569110,0.585600,3
0.554970,0.624380,3
0.531170,0.599830,3
0.562340,0.561200,3
0.556110,0.588490,3
0.573540,0.594070,3
0.509230,0.635320,3
0.520020,0.566670,3
0.544110,0.596670,3
0.571140,0.627310,3
0.558140,0.593310,3
0.550340,0.624320,3
0.531430,0.630820,3
0.537090,0.632640,3
0.541620,0.621180,3
0.548260,0.595070,3
0.543550,0.633310,3
0.552390,0.643220,3
0.547290,0.615750,3
0.545910,0.585510,3
0.586370,0.603750,3
0.579700,0.628360,3
0.586240,0.622900,3
0.534960,0.638920,3
0.514140,0.589830,3
0.590040,0.597460,3
0.560660,0.622560,3
0.573770,0.567000,3
0.558150,0.564740,3
0.548920,0.571290,3
0.580080,0.605110,3
0.563710,0.561800,3
0.509940,0.586900,3
0.587230,0.623670,3
0.591010,0.613610,3
0.511850,0.637750,3
0.533310,0.583390,3
0.516800,0.624050,3
0.579320,0.565620,3
0.520010,0.586190,3
0.538090,0.628670,3
0.521370,0.590110,3
0.521130,0.587910,3
0.522130,0.562670,3
0.521260,0.626030,3
0.560980,0.633680,3
0.520490,0.597970,3
0.548470,0.636480,3
0.541360,0.611580,3
0.521090,0.562010,3
0.529350,0.563530,3
0.510920,0.643600,3
0.531970,0.574200,3
0.562430,0.599540,3
0.556820,0.573420,3
0.581450,0.642910,3
0.560640,0.634290,3
0.511650,0.601700,3
