10.887000,8.900300,1
10.235000,14.385000,1
8.423000,10.999000,1
7.623800,10.624000,1
8.154100,12.814000,1
11.843000,8.350700,1
9.888500,10.223000,1
7.443400,10.799000,1
6.930600,10.415000,1
8.376100,7.760900,1
8.770700,9.425500,1
10.426000,9.860500,1
12.410000,9.176200,1
11.737000,8.375300,1
12.400000,10.969000,1
14.244000,8.770800,1
8.663500,10.790000,1
12.746000,10.399000,1
8.752500,12.331000,1
13.807000,7.534600,0
10.609000,9.633400,1
10.213000,8.406000,1
11.944000,10.150000,1
7.134800,8.785700,1
11.546000,9.021400,1
7.396400,8.818000,1
12.107000,9.801300,1
8.437500,10.081000,1
8.902900,12.152000,1
6.987400,13.245000,1
8.302600,10.317000,1
9.858100,8.123900,1
8.333600,7.832400,1
6.728900,9.521000,1
8.222100,8.130300,1
12.716000,8.690800,1
9.768300,6.297100,1
4.961400,10.654000,1
11.099000,8.040400,1
8.650400,8.875300,1
9.888500,14.892000,1
10.466000,9.528300,1
8.687500,5.400600,1
9.986300,7.944100,1
11.541000,7.360100,1
10.261000,7.730900,1
9.583400,5.205100,0
10.170000,11.144000,1
10.045000,9.213400,1
12.874000,9.066400,1
14.036000,9.984300,1
10.962000,10.791000,1
12.441000,15.374000,0
11.133000,12.167000,1
12.778000,9.634800,1
5.110600,6.969700,0
9.568900,11.775000,1
4.628000,5.600000,0
7.147200,9.805000,1
7.875400,15.605000,0
7.946700,9.243500,1
10.380000,10.413000,1
9.739700,10.970000,1
10.689000,7.770100,1
8.757200,9.276400,1
12.034000,11.368000,1
8.688100,8.792200,1
9.158000,6.731700,1
8.965000,10.817000,1
10.584000,9.618300,1
8.450500,8.923700,1
10.368000,10.003000,1
11.335000,8.230700,1
7.923000,13.812000,1
10.523000,5.131900,0
11.502000,7.179200,1
10.947000,13.075000,1
8.611100,11.889000,1
10.900000,10.809000,1
9.200200,9.149600,1
9.089400,8.365200,1
8.237900,12.211000,1
13.794000,10.025000,1
12.361000,11.352000,1
8.199900,10.516000,1
7.691200,11.201000,1
9.753700,11.034000,1
10.521000,7.580500,1
13.614000,10.804000,1
10.880000,7.463900,1
8.679900,10.509000,1
7.144700,8.206400,1
13.975000,9.223300,1
13.100000,12.468000,1
13.221000,13.404000,1
11.062000,8.789500,1
10.565000,10.350000,1
12.392000,8.559500,1
