1.500000,0.000000,1
1.509700,0.028461,1
1.518900,0.057289,1
1.527500,0.086473,1
1.535600,0.116000,1
1.543100,0.145870,1
1.550000,0.176060,1
1.556300,0.206560,1
1.562100,0.237360,1
1.567200,0.268440,1
1.571700,0.299810,1
1.575500,0.331440,1
1.578700,0.363320,1
1.581300,0.395440,1
1.583200,0.427780,1
1.584500,0.460330,1
1.585100,0.493090,1
1.585000,0.526030,1
1.584200,0.559140,1
1.582800,0.592400,1
1.580600,0.625810,1
1.577800,0.659350,1
1.574200,0.693000,1
1.569900,0.726750,1
1.565000,0.760580,1
1.559300,0.794480,1
1.552800,0.828440,1
1.545700,0.862430,1
1.537800,0.896450,1
1.529200,0.930470,1
1.519800,0.964490,1
1.509700,0.998480,1
1.498800,1.032400,1
1.487200,1.066300,1
1.474900,1.100100,1
1.461800,1.133900,1
1.447900,1.167500,1
1.433300,1.201000,1
1.418000,1.234400,1
1.401900,1.267600,1
1.385000,1.300600,1
1.367400,1.333500,1
1.349100,1.366100,1
1.330000,1.398600,1
1.310100,1.430800,1
1.289600,1.462700,1
1.268200,1.494400,1
1.246200,1.525800,1
1.223400,1.556900,1
1.199800,1.587600,1
1.175600,1.618000,1
1.150600,1.648100,1
1.124900,1.677800,1
1.098500,1.707100,1
1.071400,1.736000,1
1.043500,1.764500,1
1.015000,1.792600,1
0.985810,1.820200,1
0.955930,1.847300,1
0.925360,1.874000,1
0.894140,1.900100,1
0.862250,1.925800,1
0.829710,1.950900,1
0.796530,1.975500,1
0.762720,1.999500,1
0.728290,2.022900,1
0.693240,2.045700,1
0.657590,2.068000,1
0.621340,2.089600,1
0.584520,2.110500,1
0.547120,2.130900,1
0.509160,2.150500,1
0.470660,2.169500,1
0.431620,2.187800,1
0.392050,2.205400,1
0.351980,2.222300,1
0.311410,2.238400,1
0.270350,2.253800,1
0.228830,2.268500,1
0.186840,2.282400,1
0.144420,2.295500,1
0.101570,2.307800,1
0.058302,2.319300,1
0.014640,2.330000,1
-0.029405,2.339800,1
-0.073815,2.348800,1
-0.118580,2.357000,1
-0.163670,2.364300,1
-0.209090,2.370800,1
-0.254800,2.376400,1
-0.300800,2.381100,1
-0.347070,2.384900,1
-0.393580,2.387800,1
-0.440330,2.389800,1
-0.487290,2.390800,1
-0.534450,2.391000,1
-0.581790,2.390200,1
-0.629280,2.388500,1
-0.676920,2.385800,1
-0.724680,2.382200,1
-0.772540,2.377600,1
-0.820490,2.372100,1
-0.868500,2.365600,1
-0.916560,2.358100,1
-0.964640,2.349700,1
-1.012700,2.340300,1
-1.060800,2.329900,1
-1.108800,2.318500,1
-1.156800,2.306100,1
-1.204700,2.292700,1
-1.252600,2.278400,1
-1.300300,2.263000,1
-1.347800,2.246700,1
-1.395200,2.229400,1
-1.442500,2.211100,1
-1.489500,2.191800,1
-1.536300,2.171500,1
-1.582900,2.150200,1
-1.629300,2.127900,1
-1.675300,2.104600,1
-1.721000,2.080400,1
-1.766500,2.055200,1
-1.811500,2.029000,1
-1.856300,2.001800,1
-1.900600,1.973600,1
-1.944500,1.944500,1
-1.988100,1.914500,1
-2.031100,1.883500,1
-2.073700,1.851500,1
-2.115800,1.818600,1
-2.157400,1.784800,1
-2.198500,1.750000,1
-2.239100,1.714400,1
-2.279000,1.677800,1
-2.318400,1.640300,1
-2.357200,1.601900,1
-2.395300,1.562700,1
-2.432800,1.522600,1
-2.469700,1.481600,1
-2.505800,1.439800,1
-2.541300,1.397100,1
-2.576000,1.353600,1
-2.610000,1.309300,1
-2.643300,1.264200,1
-2.675700,1.218300,1
-2.707400,1.171600,1
-2.738200,1.124100,1
-2.768300,1.076000,1
-2.797400,1.027000,1
-2.825700,0.977400,1
-2.853200,0.927050,1
-2.879700,0.876020,1
-2.905300,0.824320,1
-2.930000,0.771950,1
-2.953800,0.718960,1
-2.976600,0.665340,1
-2.998400,0.611110,1
-3.019200,0.556300,1
-3.039000,0.500920,1
-3.057800,0.444990,1
-3.075600,0.388530,1
-3.092300,0.331560,1
-3.107900,0.274100,1
-3.122500,0.216160,1
-3.136000,0.157770,1
-3.148400,0.098944,1
-3.159700,0.039709,1
-3.169900,-0.019918,1
-3.179000,-0.079914,1
